id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
15,External,0.8912527445548708,2015-01-04 04:37:33,2015-11-25 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
16,Internal,0.07417053711671606,2015-01-04 04:37:33,2015-01-31 06:21:35,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
17,Internal,0.17992726488906818,2015-01-31 06:21:35,2015-04-06 22:31:21,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
18,External,0.6042782302205776,2015-04-06 22:31:21,2015-11-13 11:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
19,External,0.6563330247406114,2015-04-06 22:31:21,2015-12-02 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
20,Internal,0.3674477734221444,2015-01-31 06:21:35,2015-06-14 09:12:08,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
21,External,1.0072884500358565,2015-06-14 08:10:20,2016-06-16 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
22,Internal,0.27511074856802686,2015-06-14 09:12:08,2015-09-22 19:10:21,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
23,External,2.032057932022769,2015-09-22 18:10:21,2017-10-04 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
24,Internal,0.4216186823891608,2015-09-22 19:10:21,2016-02-23 20:04:56,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
25,External,0.5892475436679536,2016-02-23 19:02:58,2016-09-26 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
26,Internal,0.4251923937255224,2016-02-23 20:04:56,2016-07-28 10:58:20,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
27,Internal,0.21229454552183746,2016-07-28 10:58:20,2016-10-14 03:46:03,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
28,External,0.40034957066095345,2016-10-14 03:46:03,2017-03-09 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
29,External,0.22226737888126635,2016-10-14 03:46:03,2017-01-03 11:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
30,Internal,0.6569199141998068,2016-07-28 10:58:20,2017-03-25 15:51:21,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
31,Internal,0.7022871997248963,2017-03-25 15:51:21,2017-12-06 23:53:30,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
32,External,0.37672467349002936,2017-12-06 22:53:30,2018-04-23 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
33,External,0.2753548104769603,2017-12-06 23:53:30,2018-03-17 11:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
34,Internal,0.15881300853212377,2017-03-25 15:51:21,2017-05-22 15:03:28,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
