node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
220,221,0.351045552003244,-71.5869351050074,-16.3316981947598,-71.5790111878838,-16.3255663118133,3.2481191428933,2.89707359089006,2016.05133559279,2016.4023811448,NA
223,224,0.261748340133259,-71.5903105129085,-16.3345424549569,-71.5874668684757,-16.3392479520841,3.28187097422449,3.02012263409124,2016.17438463599,2016.43613297613,NA
226,76,0.522321981925202,-71.5874289711025,-16.3292442421022,-71.6109220300095,-16.3110387899988,3.28753903110832,2.76521704918312,2015.91947905109,2016.44180103301,291_2016_2016-06-11
166,17,0.899136128154511,-71.5077241484197,-16.3853887932503,-71.5193245999982,-16.3689769899969,3.30120023329568,2.40206410514116,2015.55632610704,2016.4554622352,302_2016_2016-06-16
168,169,0.268848865938647,-71.5128572670768,-16.4006067085827,-71.5165939245257,-16.4298092551032,3.30221820797029,3.03336934203165,2016.18763134393,2016.45648020987,NA
219,69,0.728063751568939,-71.5855425047917,-16.3319871353257,-71.5873674500033,-16.3228684699991,3.3640417633506,2.63597801178166,2015.79024001368,2016.51830376525,357_2016_2016-07-09
155,5,0.331266730789926,-71.5001905832972,-16.4003910948302,-71.4961259299917,-16.4057549099986,3.39682864859699,3.06556191780706,2016.21982391971,2016.5510906505,386_2016_2016-07-21
265,266,0.667888587460215,-71.5922506263134,-16.331713704807,-71.600705581094,-16.3284357734284,3.43130505801642,2.76341647055621,2015.91767847246,2016.58556705992,NA
252,253,0.528935377308875,-71.551363470714,-16.3208172112619,-71.5490312411413,-16.3266456483164,3.43908502830366,2.91014965099478,2016.0644116529,2016.59334703021,NA
168,170,0.419425629344412,-71.5128572670768,-16.4006067085827,-71.5168635262645,-16.3803365012891,3.45279497137606,3.03336934203165,2016.18763134393,2016.60705697328,NA
229,231,0.583362180184105,-71.5843513200011,-16.34150182867,-71.5811863879532,-16.3395400752623,3.47306586513235,2.88970368494824,2016.04396568685,2016.62732786703,NA
193,194,0.484261437835041,-71.5409771181659,-16.348781007265,-71.5441274025281,-16.3495703729512,3.51071182533058,3.02645038749554,2016.1807123894,2016.66497382723,NA
229,230,0.65947807171991,-71.5843513200011,-16.34150182867,-71.6663003271668,-16.423272635227,3.54918175666815,2.88970368494824,2016.04396568685,2016.70344375857,NA
223,73,0.52971147898492,-71.5903105129085,-16.3345424549569,-71.6164981100009,-16.3345386500004,3.54983411307616,3.02012263409124,2016.17438463599,2016.70409611498,442_2016_2016-09-15
253,103,0.13533924870617,-71.5490312411413,-16.3266456483164,-71.5486566800012,-16.3262841,3.57442427700983,3.43908502830366,2016.59334703021,2016.72868627891,462_2016_2016-09-24
169,20,0.277670549914673,-71.5165939245257,-16.4298092551032,-71.5091140499956,-16.4436555500014,3.57988875788497,3.30221820797029,2016.45648020987,2016.73415075979,468_2016_2016-09-26
265,117,0.846526932136543,-71.5922506263134,-16.331713704807,-71.5943868400056,-16.3326400800013,3.60994340269275,2.76341647055621,2015.91767847246,2016.76420540459,480_2016_2016-10-07
228,79,1.04931311395281,-71.5840583012669,-16.3481068629249,-71.5799720400133,-16.4052908900006,3.62087236444389,2.57155925049108,2015.72582125239,2016.77513436635,485_2016_2016-10-11
167,18,0.834882200231585,-71.5097411350824,-16.3961464977598,-71.5123103300101,-16.40285378,3.62087236444389,2.78599016421231,2015.94025216611,2016.77513436635,481_2016_2016-10-11
250,101,1.16102159040298,-71.5545325233,-16.3245522701184,-71.5451994700096,-16.3235225999985,3.63180132619093,2.47077973578795,2015.62504173769,2016.78606332809,495_2016_2016-10-15
221,222,0.384856429336121,-71.5790111878838,-16.3255663118133,-71.552146361963,-16.317566035625,3.63297557222942,3.2481191428933,2016.4023811448,2016.78723757413,NA
266,267,0.247299339988272,-71.600705581094,-16.3284357734284,-71.6039128822196,-16.3295992880174,3.67860439800469,3.43130505801642,2016.58556705992,2016.83286639991,NA
185,186,2.02728929791126,-71.5490660654477,-16.3414583134098,-71.5629949465412,-16.3343388409276,3.6905940309623,1.66330473305104,2014.81756673495,2016.84485603286,NA
224,75,0.440094286392705,-71.5874668684757,-16.3392479520841,-71.5899255600058,-16.3383719300028,3.7219652606172,3.28187097422449,2016.43613297613,2016.87622726252,534_2016_2016-11-17
186,188,0.0404458489668613,-71.5629949465412,-16.3343388409276,-71.5628314041517,-16.3334215455424,3.73103987992916,3.6905940309623,2016.84485603286,2016.88530188183,NA
155,156,0.687450917336108,-71.5001905832972,-16.4003910948302,-71.4999707427838,-16.3932315326728,3.75301283514317,3.06556191780706,2016.21982391971,2016.90727483705,NA
227,78,0.563288694018784,-71.5818970290194,-16.3315106503795,-71.5812409400129,-16.3374929300019,3.77661006936161,3.21332137534283,2016.36758337724,2016.93087207126,563_2016_2016-12-07
221,70,0.528490926468308,-71.5790111878838,-16.3255663118133,-71.5830285899958,-16.3256627700006,3.77661006936161,3.2481191428933,2016.4023811448,2016.93087207126,562_2016_2016-12-07
230,80,0.252018476627805,-71.6663003271668,-16.423272635227,-71.6704914600095,-16.4240476299997,3.80120023329596,3.54918175666815,2016.70344375857,2016.9554622352,571_2016_2016-12-16
